gen alive: 1, params: (19.98749248584558, 11.576992260198331, 2.834289894959743, 2.644525919273847, 126.84270790521094), id: 127
gen alive: 1, params: (19.831937899139323, 4.990672747590045, 1.2072616409900243, 11.549750867402103, 411.75082088474517), id: 66
gen alive: 1, params: (19.774656250213187, 8.372351364039005, 2.536426280104237, 15.793501117648486, 112.59419177833439), id: 143
gen alive: 1, params: (19.70427171797726, 6.724217160194057, 1.098891987945791, 15.02622829946599, 794.0632936789249), id: 108
gen alive: 1, params: (19.577495327211558, 4.330057208224218, 1.7759537434666073, 6.208866341886177, 538.0851773633277), id: 40
gen alive: 1, params: (19.51640711619087, 12.13930863743267, 2.809678468023591, 1.86150187017594, 986.1141516894372), id: 16
gen alive: 1, params: (19.45488293270501, 7.729375303914118, 1.6430913039131785, 6.118098443248652, 515.0344602864809), id: 99
gen alive: 1, params: (19.128615881600215, 1.3722973355659032, 2.6853330631870023, 13.66849631657292, 982.9091341760485), id: 67
gen alive: 1, params: (19.118364133145594, 1.2068435253756382, 2.743019033770741, 19.668021270675464, 997.5471445118591), id: 57
gen alive: 1, params: (19.047561269275263, 19.80013999638657, 1.8392269290538388, 14.792199682908574, 325.5087906706045), id: 139
gen alive: 1, params: (18.84754805924814, 15.106326443542486, 2.700282163434273, 1.1905870265734224, 437.50618229446917), id: 131
gen alive: 1, params: (18.72068192232579, 3.910886032356916, 2.737438377763453, 8.14949281609102, 847.1855913520727), id: 112
gen alive: 1, params: (18.53509959950499, 3.977003489554244, 1.5620603502832455, 14.552439632048433, 290.03628683556985), id: 30
gen alive: 1, params: (18.490951667167394, 9.492586760980664, 1.251650341427443, 18.760108858637686, 864.3261240794121), id: 21
gen alive: 1, params: (18.371044800423807, 1.237867715564903, 2.5906989934548292, 14.890382765575433, 322.9221918940932), id: 104
gen alive: 1, params: (18.15958851788653, 4.3572859387857825, 1.620244375066982, 16.984932335768697, 743.5953696395167), id: 45
gen alive: 1, params: (18.102514234796732, 18.937472021707624, 1.1502900574715966, 2.5778299662516186, 649.1278782293831), id: 59
gen alive: 1, params: (18.0380619227758, 12.25372265056305, 2.727576980599091, 19.805106335092546, 406.0940549930312), id: 120
gen alive: 1, params: (17.984101019968136, 1.42019690112073, 2.0004961439644378, 8.631594955305598, 993.0121649796006), id: 70
gen alive: 1, params: (17.96442744903894, 10.498530030733935, 2.901584344141874, 18.853034939885863, 483.3083049003629), id: 51
gen alive: 1, params: (17.83332723878907, 11.816678117297212, 1.8845115921599274, 18.18184785105358, 615.8176721127113), id: 130
gen alive: 1, params: (17.750492395974344, 16.61540601849933, 1.225158177040915, 11.97075447691564, 523.2569191463706), id: 110
gen alive: 1, params: (17.57992097925318, 16.694816338647612, 2.8843353417613518, 3.95887827120273, 442.8395541333258), id: 28
gen alive: 1, params: (17.330879698515254, 8.035754810573597, 1.4671836615608576, 16.439285367217504, 770.1772144324748), id: 14
gen alive: 1, params: (17.239445388027747, 8.421951601104032, 2.8180289221166435, 19.073515892135376, 437.39302921433745), id: 124
gen alive: 1, params: (17.228346297046773, 13.255605555498306, 2.0033734249121062, 6.839638729177049, 252.06094414832668), id: 100
gen alive: 1, params: (17.04532298406141, 14.819697362263273, 2.2246606116424195, 5.639486188769988, 283.4790852416296), id: 10
gen alive: 1, params: (16.746497685591894, 1.1912180421419818, 2.026499083777641, 16.750796035670945, 489.1503296748638), id: 36
gen alive: 1, params: (16.723146990547995, 19.353005965305094, 2.8364008599524118, 18.242041792933772, 112.96640210222432), id: 6
gen alive: 1, params: (16.58678519542022, 5.904814048914651, 1.6381625340581158, 14.236843288277704, 559.3437818281589), id: 9
gen alive: 1, params: (16.553457572338953, 11.82205050543787, 1.3947982692939254, 6.1725178070655975, 374.15653389353446), id: 58
gen alive: 1, params: (16.437160202326805, 8.318937892958811, 2.980556977621532, 9.916498007540072, 632.1184857504762), id: 141
gen alive: 1, params: (16.23874323167975, 7.944320677437629, 1.7688659432176173, 2.13002858998325, 561.6958111548549), id: 29
gen alive: 1, params: (15.966947989051933, 8.008407448923393, 2.00681412904464, 4.834490104949792, 331.0655361935069), id: 101
gen alive: 1, params: (15.935332143254815, 1.084169425115625, 2.962270988469322, 6.180504114981738, 861.1627843311629), id: 39
gen alive: 1, params: (15.88342517339569, 18.370742082705316, 1.7842275954689615, 4.358602310889033, 982.0660216085033), id: 86
gen alive: 1, params: (15.737288446772345, 8.893845792354522, 1.586596943710267, 19.062273406615926, 915.511011604549), id: 144
gen alive: 1, params: (15.688672683413628, 10.726813233911574, 1.9755350445549065, 16.082297436045604, 475.7381159675263), id: 27
gen alive: 1, params: (15.650724374158788, 17.742238404622668, 2.416517096772119, 12.073396792973071, 304.17738347631234), id: 89
gen alive: 1, params: (15.631894360240267, 19.82880422697757, 2.544822762848811, 19.84301769523399, 573.9560638931946), id: 48
gen alive: 1, params: (15.511743616664459, 6.559119428667456, 2.2031585521520483, 7.747751611997035, 964.0625456773066), id: 80
gen alive: 1, params: (15.150767136514226, 3.25338798315255, 1.9211814459297316, 17.652651750533646, 789.9190490958559), id: 128
gen alive: 1, params: (15.013884322343173, 8.188712187469653, 1.6494412820788422, 12.38896238938126, 341.78478583925164), id: 11
gen alive: 1, params: (14.591697096529288, 1.6965509704256236, 1.9638074670733163, 9.983497803523582, 756.4236681778273), id: 8
gen alive: 1, params: (14.110659370384004, 2.3879414603432876, 1.8716163596088211, 10.34132289034008, 245.89666468139987), id: 115
gen alive: 1, params: (13.960102512801573, 8.46067519469876, 2.6344662914489074, 9.61866643526022, 327.82421876438605), id: 4
gen alive: 1, params: (13.944504249480948, 18.264973291167298, 1.4056443953309652, 17.614923902178145, 565.024525658122), id: 140
gen alive: 1, params: (13.782324122959983, 16.011054679082708, 1.2349513693273844, 18.995824522080667, 606.5465446466253), id: 125
gen alive: 1, params: (13.63376693203305, 15.387267381737205, 1.1309225922231938, 9.830626575090896, 460.45063716157085), id: 134
